"family"	"genus"	"specificepithet"	"stateprovince"	"county"	"locality"	"uuid"	"count"
"papaveraceae"	"platystemon"	"californicus"	"california"	"santa barbara"	"nw coast of santa barbara island"	"b9d37114-54e2-4884-b58b-3a403bea6a74"	14
"papaveraceae"	"platystemon"	"californicus"	"california"	"santa barbara"	"santa barbara island. arch point"	"c28386fc-beca-4756-8890-ed886ef280c7"	14
"papaveraceae"	"platystemon"	"californicus"	"california"	"santa barbara"	"gravelly soil, northwest coast, santa barbara island"	"c347fac5-4f9b-4cd7-a739-9b5ee5a92189"	14
"papaveraceae"	"platystemon"	"californicus"	"california"	"santa barbara"	"santa barbara island, near beach bluff."	"c9c0d643-9ab2-4f83-a950-640f6caccdc8"	14
"papaveraceae"	"platystemon"	"californicus"	"california"	"santa barbara"	"santa barbara island. northwest coast"	"fc33e397-66e4-440c-9b7b-69601b639d84"	14
"poaceae"	"poa"	"annua"	"california"	"santa barbara"	"santa barbara island: e side of island, above switchback in landing cove trail"	"370d024e-b296-436b-bdad-ab64f737f932"	1
"caryophyllaceae"	"polycarpon"	"tetraphyllum"	"california"	"santa barbara"	"santa barbara island: near top of trail from landing cove"	"233bfa95-6db4-4db6-8124-f6c51455f556"	1
"polypodiaceae"	"polypodium"	"californicum"	"california"	"santa barbara"	"santa barbara island: ca. 50 yds from mouth of middle cyn"	"08d9c45b-97fb-4856-b89e-ebd6d58d2629"	4
"polypodiaceae"	"polypodium"	"californicum"	"california"	"santa barbara"	"santa barbara island: middle of cave cyn"	"189fdcdb-c9f5-4cdc-adac-ad7ad4ee4bf7"	4
"polypodiaceae"	"polypodium"	"californicum"	"california"	"santa barbara"	"santa barbara island: first cyn south, n exposure"	"66b399ef-bfb0-449e-ba60-27b2bb954207"	4
"polypodiaceae"	"polypodium"	"californicum"	"california"	"santa barbara"	"santa barbara island: near center of cave cyn"	"ff3beff1-4ccc-42a6-b03c-5f50d990067e"	4
"poaceae"	"polypogon"	"monspeliensis"	"california"	"santa barbara"	"santa barbara island: beach cliff near the tramway track at the boat landing cove"	"123e1790-9ae1-43aa-9146-821c0bd4ce39"	7
"poaceae"	"polypogon"	"monspeliensis"	"california"	"santa barbara"	"santa barbara island: e foundation of quonset hut and downslope along wastewater drainage from quonset hut"	"1b912ce7-2994-4094-9866-04c417ab177d"	7
"poaceae"	"polypogon"	"monspeliensis"	"california"	"santa barbara"	"santa barbara island: landing cove"	"386c7325-6eb6-4ada-b9a8-67b34841e5fa"	7
"poaceae"	"polypogon"	"monspeliensis"	"california"	"santa barbara"	"channel islands santa barbara island, east side of island, at landing cove"	"51e2e819-d083-4203-b998-34f222a23055"	7
"poaceae"	"polypogon"	"monspeliensis"	"california"	"santa barbara"	"santa barbara island: just e of wooden platform landing cove"	"9672b844-b413-47d2-8fb5-c395341b4d49"	7
"poaceae"	"polypogon"	"monspeliensis"	"california"	"santa barbara"	"santa barbara island: landing cove"	"a519e210-d72c-4b98-8275-46d65d8d3e8c"	7
"poaceae"	"polypogon"	"monspeliensis"	"california"	"santa barbara"	"santa barbara island: flagpole for nps ranger stn, at top of trail from landing cove"	"f01077aa-3c21-4f15-86a9-4d4d97ea66c1"	7
"polygonaceae"	"pterostegia"	"drymarioides"	"california"	"santa barbara"	"santa barbara island: west end of island"	"19eff240-3636-426b-b316-40edf7e17342"	8
"polygonaceae"	"pterostegia"	"drymarioides"	"california"	"santa barbara"	"santa barbara island: middle portion of cliff cyn, downstream from trail"	"43b81876-4b39-44fa-9439-bd050f673f93"	8
"polygonaceae"	"pterostegia"	"drymarioides"	"california"	"santa barbara"	"santa barbara island: above landing cove"	"5aab0c07-bbeb-41d9-836a-34ee2c43e38f"	8
"polygonaceae"	"pterostegia"	"drymarioides"	"california"	"santa barbara"	"channel islands santa barbara island, east side of the island, in middle portion of cliff canyon, downstream from trail"	"633aa103-549d-41ff-a447-4ca6e7e688f4"	8
"polygonaceae"	"pterostegia"	"drymarioides"	"california"	"santa barbara"	"santa barbara island: santa barbara island"	"6382bcb0-fdde-4e3a-861d-623f7d3fa981"	8
"polygonaceae"	"pterostegia"	"drymarioides"	"california"	"santa barbara"	"santa barbara island: upper third of cave cyn"	"94000625-5126-4684-bae9-34037a568aae"	8
"polygonaceae"	"pterostegia"	"drymarioides"	"california"	"santa barbara"	"santa barbara island: head of cave cyn"	"95f73e47-fd81-4452-b79f-3973f77e4258"	8
"polygonaceae"	"pterostegia"	"drymarioides"	"california"	"santa barbara"	"santa barbara island. along track above landing cove"	"fa28ecdb-66c5-4ee8-a7b0-718a6c195a47"	8
"asteraceae"	"rafinesquia"	"californica"	"california"	"santa barbara"	"santa barbara island: s bank of middle cyn, near mouth"	"140ea3a5-17cd-4dee-b307-830043727bc1"	4
"asteraceae"	"rafinesquia"	"californica"	"california"	"santa barbara"	"santa barbara island. upper part of graveyard canyon"	"30f73a55-0b07-455e-82c5-5cd2d0caf170"	4
"asteraceae"	"rafinesquia"	"californica"	"california"	"santa barbara"	"santa barbara island: trough of middle-lower middle cyn"	"a69a2bdb-3583-46d8-9436-5d86c6bfc077"	4
"asteraceae"	"rafinesquia"	"californica"	"california"	"santa barbara"	"santa barbara island: lower middle cyn"	"eccc187f-d40a-4bdd-be5f-f82d66c45fce"	4
"poaceae"	"schismus"	"arabicus"	"california"	"santa barbara"	"santa barbara island: e side of island, at top of landing cove trail, near flagpole in front of nps quonset hut"	"452e5fd2-7a7f-4fe6-aafe-4d1b5fccf2d3"	3
"poaceae"	"schismus"	"arabicus"	"california"	"santa barbara"	"santa barbara island: e side of island, at top of landing cove trail, near flagpole in front of nps quonset hut"	"611e9a87-c08f-43db-b96d-299be1683d6a"	3
"poaceae"	"schismus"	"arabicus"	"california"	"santa barbara"	"santa barbara island: closed trail above ranger station"	"f937d259-548b-4c6d-aef3-51d3f3bee109"	3
"caryophyllaceae"	"silene"	"gallica"	"california"	"santa barbara"	"santa barbara island. east side landing."	"047a3324-1392-4d62-8df0-4150b28325b8"	13
"caryophyllaceae"	"silene"	"gallica"	"california"	"santa barbara"	"santa barbara island: santa barbara island"	"1ba7a856-150d-46ec-b969-eb5ce1a6d51a"	13
"caryophyllaceae"	"silene"	"gallica"	"california"	"santa barbara"	"santa barbara island: exposed cliffs above landing cove"	"3acfd379-365f-4a45-a9d4-5e77381e08fb"	13
"caryophyllaceae"	"silene"	"gallica"	"california"	"santa barbara"	"sant barbara island; landing cove."	"60f2a33e-7eeb-4eee-a7e1-4d4dba93b4e2"	13
"caryophyllaceae"	"silene"	"gallica"	"california"	"santa barbara"	"santa barbara island. landing canyon,"	"6c60815b-ce3f-4a6b-8b94-332cd3344d02"	13
"caryophyllaceae"	"silene"	"gallica"	"california"	"santa barbara"	"santa barbara island: landing cove"	"7aec0056-5f34-4f0f-a6e1-f7f237350965"	13
"caryophyllaceae"	"silene"	"gallica"	"california"	"santa barbara"	"santa barbara island: trough of middle-lower middle cyn"	"824fe878-1bd0-43bd-9014-6b3c413b05b8"	13
"caryophyllaceae"	"silene"	"gallica"	"california"	"santa barbara"	"santa barbara island. n-facing slope along path above landing cove"	"8ad4224b-92e3-46a8-83df-33835cdef1cc"	13
"caryophyllaceae"	"silene"	"gallica"	"california"	"santa barbara"	"santa barbara island: above landing cove"	"91296576-64fc-478c-808e-772b5ee69785"	13
"caryophyllaceae"	"silene"	"gallica"	"california"	"santa barbara"	"santa barbara island: e side of landing"	"a04acc4c-25a1-43ec-9cb7-55ad325c5143"	13
"caryophyllaceae"	"silene"	"gallica"	"california"	"santa barbara"	"santa barbara island; grassy north-facing slope along path above landing cove."	"b2100dab-8ca7-417b-a78c-35d1315812a4"	13
"caryophyllaceae"	"silene"	"gallica"	"california"	"santa barbara"	"santa barbara island: just above wooden platform, landing cove"	"cdad3192-eb79-4814-aa29-d0050da4fa6a"	13
"caryophyllaceae"	"silene"	"gallica"	"california"	"santa barbara"	"sant barbara island; east side landing."	"ec3a35bd-db27-4df5-85a7-c4f5e692e961"	13
"asteraceae"	"silybum"	"marianum"	"california"	"santa barbara"	"santa barbara island: bottom of lower cliff cyn"	"3e11b994-2775-49bf-80d3-7793ecd758f4"	2
"asteraceae"	"silybum"	"marianum"	"california"	"santa barbara"	"santa barbara island: bottom of middle-lower cliff cyn"	"3f1a099c-3a2d-4f5d-8f65-d843a06e0ad1"	2
"asteraceae"	"sonchus"	"oleraceus"	"california"	"santa barbara"	"santa barbara island: mouth of middle cyn"	"0ce52f56-b78d-46bb-9d30-0f818ceb1c89"	19
"asteraceae"	"sonchus"	"oleraceus"	"california"	"santa barbara"	"santa barbara island: n of upper graveyard cyn"	"273be77e-fd78-4146-a46d-3cd5c47ae1f5"	19
"asteraceae"	"sonchus"	"oleraceus"	"california"	"santa barbara"	"santa barbara island: east slope"	"288c6718-bc72-4a9e-b33f-e60804ae29cd"	19
"asteraceae"	"sonchus"	"oleraceus"	"california"	"santa barbara"	"santa barbara island: west side"	"3bdd51e4-6b40-46d2-93ea-65a1348908c7"	19
"asteraceae"	"sonchus"	"oleraceus"	"california"	"santa barbara"	"santa barbara island: n side of trail on the e slope of north pk, just below summit"	"3cc5afef-9468-4342-8d7f-e71b86072ede"	19
"asteraceae"	"sonchus"	"oleraceus"	"california"	"santa barbara"	"santa barbara island. graveyard canyon."	"3fead129-560e-48d5-9c42-544f23ed5710"	19
"asteraceae"	"sonchus"	"oleraceus"	"california"	"santa barbara"	"santa barbara island."	"4007d8e0-cf47-4dad-b2d3-af4025e84ffc"	19
"asteraceae"	"sonchus"	"oleraceus"	"california"	"santa barbara"	"santa barbara island: santa barbara island"	"6a576868-d9af-4572-9111-642e2f4d2510"	19
"asteraceae"	"sonchus"	"oleraceus"	"california"	"santa barbara"	"santa barbara island, lower part of cave canyon"	"6f906bb3-c987-4caf-8f50-37122ef5aebd"	19
"asteraceae"	"sonchus"	"oleraceus"	"california"	"santa barbara"	"santa barbara island."	"9a4f5a32-8cff-4685-9910-55d92d7e7883"	19
"asteraceae"	"sonchus"	"oleraceus"	"california"	"santa barbara"	"santa barbara island, north-facing slope along path above landing cove"	"a2ecdbf9-6af8-4426-bbe0-d784880ae0f2"	19
"asteraceae"	"sonchus"	"oleraceus"	"california"	"santa barbara"	"santa barbara island: lower-middle cliff cyn"	"ac94f641-fb3f-4db4-ba82-2c0ac1649844"	19
"asteraceae"	"sonchus"	"oleraceus"	"california"	"santa barbara"	"santa barbara island: west side"	"b5ef01d1-6405-4a52-96aa-57797c63b287"	19
"asteraceae"	"sonchus"	"oleraceus"	"california"	"santa barbara"	"santa barbara island. mouth of cave canyon."	"b6e0efb6-5858-4a1e-bb0e-7ae893fb8ab7"	19
"asteraceae"	"sonchus"	"oleraceus"	"california"	"santa barbara"	"santa barbara island: landing cove area"	"c74b8fdd-c46a-44ce-9eab-5aa56c54d595"	19
"asteraceae"	"sonchus"	"oleraceus"	"california"	"santa barbara"	"santa barbara island: above landing cove"	"d716e109-4d2b-4f80-bca7-59b3fe6d5dc3"	19
"asteraceae"	"sonchus"	"oleraceus"	"california"	"santa barbara"	"santa barbara island: mouth of cave cyn, e side of island"	"e4ec5a43-7663-40d9-b002-4c0d8fbaa7e0"	19
"asteraceae"	"sonchus"	"oleraceus"	"california"	"santa barbara"	"santa barbara island: landing cove area"	"f4d91b66-9b3a-415c-adea-237a02b3456f"	19
"asteraceae"	"sonchus"	"oleraceus"	"california"	"santa barbara"	"santa barbara island , santa barbara island (channel islands)"	"fcee2308-a49e-4b8d-8877-df5ef7e841fb"	19
"asteraceae"	"sonchus"	"tenerrimus"	"california"	"santa barbara"	"santa barbara island: e of signal pk"	"171aa82b-092f-432e-874d-d68dfe41f967"	5
"asteraceae"	"sonchus"	"tenerrimus"	"california"	"santa barbara"	"santa barbara island: e of upper cave cyn"	"563b51f8-3d7e-4a6c-a874-cb9c84ba6c0f"	5
"asteraceae"	"sonchus"	"tenerrimus"	"california"	"santa barbara"	"santa barbara island: lower terrace, just s of middle cyn"	"cce0f8e8-618c-4cbd-ad3a-65a682bb820e"	5
"asteraceae"	"sonchus"	"tenerrimus"	"california"	"santa barbara"	"santa barbara island: e of signal pk, between cat cyn and graveyard cyn"	"cd7a76ca-ac91-4a7e-b9a5-8343a306d07d"	5
"asteraceae"	"sonchus"	"tenerrimus"	"california"	"santa barbara"	"santa barbara island: near mouth of cave cyn"	"ee1cd7f4-da4d-4baa-9083-a966007bc5cd"	5
"caryophyllaceae"	"spergularia"	"macrotheca"	"california"	"santa barbara"	"santa barbara island. e side."	"60813e47-d494-4357-8826-82e99431fd40"	7
"caryophyllaceae"	"spergularia"	"macrotheca"	"california"	"santa barbara"	"santa barbara island. rocky talus near the sea"	"6f132d07-355d-43c6-b1a4-209348f0c201"	7
"caryophyllaceae"	"spergularia"	"macrotheca"	"california"	"santa barbara"	"santa barbara island: west side"	"9b95f636-9b06-44c9-94c0-d1a2738dfcf3"	7
"caryophyllaceae"	"spergularia"	"macrotheca"	"california"	"santa barbara"	"santa barbara island; arch point."	"a9a5ed39-2d02-4261-ab13-d72019749f56"	7
"caryophyllaceae"	"spergularia"	"macrotheca"	"california"	"santa barbara"	"santa barbara island. rocky talus near the sea"	"b2a04830-402f-43ef-a236-f7df538b0bde"	7
"caryophyllaceae"	"spergularia"	"macrotheca"	"california"	"santa barbara"	"santa barbara island: east terrace, opposite shag rock"	"f2f9528f-e071-4d10-9e9b-8b3a2e5ccea4"	7
"caryophyllaceae"	"spergularia"	"macrotheca"	"california"	"santa barbara"	"santa barbara island: arch point"	"fe4219f6-f729-4ad2-903d-dafe08e4b318"	7
"papaveraceae"	"stylomecon"	"heterophylla"	"california"	"santa barbara"	"santa barbara island: santa barbara island"	"35c02fbf-2818-4db7-8406-82e63a0ddab6"	6
"papaveraceae"	"stylomecon"	"heterophylla"	"california"	"santa barbara"	"santa barbara island: trail, landing cove"	"556f9fa4-1de9-4672-8747-96aca87da898"	6
"papaveraceae"	"stylomecon"	"heterophylla"	"california"	"santa barbara"	"santa barbara island, north-facing slope along path above landing cove."	"63a84377-d817-4453-8249-6f97faec49f7"	6
"papaveraceae"	"stylomecon"	"heterophylla"	"california"	"santa barbara"	"santa barbara island. n-facing slope along path above landing cove"	"6cbc1542-a30e-48b1-bd94-f2ae830db0ab"	6
"papaveraceae"	"stylomecon"	"heterophylla"	"california"	"santa barbara"	"santa barbara island: landing cove"	"751677a7-d674-4f30-9cdb-f922adf83755"	6
"papaveraceae"	"stylomecon"	"heterophylla"	"california"	"santa barbara"	"santa barbara island: santa barbara island"	"82f1f6b4-f665-4646-b767-3ebee4e8b296"	6
"amaranthaceae"	"suaeda"	"taxifolia"	"california"	"santa barbara"	"santa barbara island: east side"	"00d76802-9dab-4aef-b539-cbbe2884295d"	19
"amaranthaceae"	"suaeda"	"taxifolia"	"california"	"los angeles"	"santa barbara island."	"12d2fccc-82bc-442d-86a8-462f172a4d65"	19
"amaranthaceae"	"suaeda"	"taxifolia"	"california"	"santa barbara"	"santa barbara island: top of signal pk"	"1333ba78-2569-44c7-a0f4-95593dff4949"	19
"amaranthaceae"	"suaeda"	"taxifolia"	"california"	"santa barbara"	"santa barbara island: n side of trail, e slope of north pk, just below the summit"	"376a676f-1075-4132-bef0-a15f1bee595f"	19
"amaranthaceae"	"suaeda"	"taxifolia"	"california"	"santa barbara"	"santa barbara island: santa barbara island"	"54946088-ff98-4fb0-b7ac-e2bf4b83e772"	19
"amaranthaceae"	"suaeda"	"taxifolia"	"california"	"los angeles"	"santa barbara island."	"663066c7-4e94-4a77-9e57-3c9ef82c74a8"	19
"amaranthaceae"	"suaeda"	"taxifolia"	"california"	"santa barbara"	"channel islands east side, rocky sea cliffs, santa barbara island"	"6aa2af56-f1e5-4871-bc84-fdff20adc79c"	19
"amaranthaceae"	"suaeda"	"taxifolia"	"california"	"santa barbara"	"santa barbara island: between north pk and signal pk"	"6cf62644-d16c-438c-b0ce-b43dc6b22d54"	19
"amaranthaceae"	"suaeda"	"taxifolia"	"california"	"santa barbara"	"santa barbara island: trail s of trail intersection 0.6 mi from compound"	"895d6c3a-e455-4bf3-af05-174d796d24f7"	19
"amaranthaceae"	"suaeda"	"taxifolia"	"california"	"santa barbara"	"santa barbara island channel islands, santa barbara island"	"981bc4d2-d5bc-4034-81a9-30ee11f91545"	19
"amaranthaceae"	"suaeda"	"taxifolia"	"california"	"santa barbara"	"santa barbara island: e terrace"	"abbfd678-b36b-4dcc-90b4-f43a65520142"	19
"amaranthaceae"	"suaeda"	"taxifolia"	"california"	"santa barbara"	"santa barbara island: w terrace near webster pt"	"c6d26d8d-4593-4395-aae3-da1634d7c386"	19
"amaranthaceae"	"suaeda"	"taxifolia"	"california"	"santa barbara"	"santa barbara island: just above sea spray, sutil island"	"c7fcb4f3-e58a-4dc3-b754-c67684e3ff97"	19
"amaranthaceae"	"suaeda"	"taxifolia"	"california"	"santa barbara"	"santa barbara island: shag rock"	"cc581830-1b9c-45a1-946e-c7521a4f6dfc"	19
"amaranthaceae"	"suaeda"	"taxifolia"	"california"	"santa barbara"	"santa barbara island. east of north peak."	"e7a9f717-71dd-4315-a16b-c4634e4628c9"	19
"amaranthaceae"	"suaeda"	"taxifolia"	"california"	"santa barbara"	"santa barbara island: e of north pk"	"e85cba25-7b0d-4c0a-980e-d6a1db652a78"	19
"amaranthaceae"	"suaeda"	"taxifolia"	"california"	"santa barbara"	"santa barbara island: s end of island, between cat cyn and sutil island"	"f4d34e19-f5c5-4e38-9693-a45537001cdd"	19
"amaranthaceae"	"suaeda"	"taxifolia"	"california"	"santa barbara"	"santa barbara island: summit of north pk"	"f5a21c2d-e1f9-4a9a-a44a-e86f13db0882"	19
"amaranthaceae"	"suaeda"	"taxifolia"	"california"	"los angeles"	"santa barbara island."	"f8c1c3d4-ab98-4267-a2ee-07b753313339"	19
"fabaceae"	"trifolium"	"gracilentum"	"california"	"santa barbara"	"santa barbara island, head of graveyard canyon, edge of cactus patch"	"047eda35-22fb-46e5-bfe3-b56e68ab1c17"	12
"fabaceae"	"trifolium"	"gracilentum"	"california"	"santa barbara"	"santa barbara island: summit area, north pk"	"093055d5-5607-4342-8be9-f75a98d4b252"	12
"fabaceae"	"trifolium"	"gracilentum"	"california"	"santa barbara"	"santa barbara island: head of landing cove"	"0fba12da-010f-453a-b6f0-041369a96159"	12
"fabaceae"	"trifolium"	"gracilentum"	"california"	"santa barbara"	"santa barbara island: just s of landing cove"	"1f8f6f91-33d5-486a-b7d0-04bdec865418"	12
"fabaceae"	"trifolium"	"gracilentum"	"california"	"santa barbara"	"santa barbara island, east-facing slope, terrace between cave canyon & north peak"	"22d6fb71-e82a-4a83-91e1-b8574f0b513e"	12
"fabaceae"	"trifolium"	"gracilentum"	"california"	"santa barbara"	"santa barbara island: head of graveyard cyn, edge of cactus patch"	"2c4acecb-2e0b-4997-aabe-1ccf1afa6043"	12
"fabaceae"	"trifolium"	"gracilentum"	"california"	"santa barbara"	"santa barbara island: above landing cove"	"3ba7a58d-de1b-408b-9a79-d1d6700e37b2"	12
"fabaceae"	"trifolium"	"gracilentum"	"california"	"santa barbara"	"santa barbara island: terrace between cave cyn and north pk"	"561dfbc6-e159-4f80-a020-361484c88611"	12
"fabaceae"	"trifolium"	"gracilentum"	"california"	"santa barbara"	"santa barbara island: west end"	"823baca0-2574-47f5-9557-0dc099e1635c"	12
"fabaceae"	"trifolium"	"gracilentum"	"california"	"santa barbara"	"santa barbara island. head of graveyard canyon"	"a0c5516f-361f-4e78-abdc-02696ada28a1"	12
"fabaceae"	"trifolium"	"gracilentum"	"california"	"santa barbara"	"santa barbara island. west end of"	"e477ac12-5965-4f96-a0d8-278abad15db9"	12
"fabaceae"	"trifolium"	"gracilentum"	"california"	"santa barbara"	"santa barbara island: near mouth of cave cyn"	"feb70362-08e9-41a1-991f-20f94275004f"	12
"asteraceae"	"uropappus"	"lindleyi"	"california"	"santa barbara"	"santa barbara island: trough of middle-lower middle cyn"	"020e8b95-ffbc-4b2c-ab62-e11f170427f5"	2
"asteraceae"	"uropappus"	"lindleyi"	"california"	"santa barbara"	"santa barbara island: upper cave cyn"	"f7d0b8ac-b97c-4629-b6c6-ad7ca22b7365"	2
"poaceae"	"vulpia"	"myuros"	"california"	"santa barbara"	"santa barbara island. above landing cove"	"1bb11a3b-88c8-4646-b702-f47e91ff519c"	7
"poaceae"	"vulpia"	"myuros"	"california"	"santa barbara"	"santa barbara island. east side landing."	"2d81f2bf-7deb-47d9-8792-d6a3a558cd2f"	7
"poaceae"	"vulpia"	"myuros"	"california"	"santa barbara"	"santa barbara island. east side landing."	"3a56c995-5fcb-437c-98ca-7cc3eb78528f"	7
"poaceae"	"vulpia"	"myuros"	"california"	"santa barbara"	"santa barbara island. above landing cove"	"4856aae4-dd34-4fcf-8dce-d4592523d5dc"	7
"poaceae"	"vulpia"	"myuros"	"california"	"santa barbara"	"near the center of middle canyon, santa barbara island"	"6a2ea458-2c08-45d8-a587-01782039609f"	7
"poaceae"	"vulpia"	"myuros"	"california"	"santa barbara"	"santa barbara island"	"dfd473f3-7e22-4529-95b7-8a8b6998f0d1"	7
"poaceae"	"vulpia"	"myuros"	"california"	"santa barbara"	"santa barbara island. along track above landing cove"	"f2febb29-3db0-4067-9bae-18d7d339a876"	7
"poaceae"	"vulpia"	"octoflora"	"california"	"santa barbara"	"santa barbara island: mouth of middle cyn"	"419f7eaf-610e-4349-bb3f-6f6b22ac9079"	3
"poaceae"	"vulpia"	"octoflora"	"california"	"santa barbara"	"santa barbara island: above landing cove"	"6c6c2514-28d7-439d-abc9-0f3885f54dad"	3
"poaceae"	"vulpia"	"octoflora"	"california"	"santa barbara"	"santa barbara island: santa barbara island"	"6fbb9905-39d6-424a-988f-5b767feb4b92"	3
